bleu,count,meteor,model,rouge1_f,rouge2_f,rougeL_f,sbert_cosine
3.2904928380288987,9077,0.23022226253645925,ctchat_full,0.14036089430722923,0.08778824025910115,0.12968841500853576,0.5622521042823792
1.075053407972095,9045,0.07687655071869387,m3d_full,0.21231010525736296,0.05948398246159895,0.20443202382021744,0.4122425615787506
0.565859716566616,9077,0.06825437424153204,med3dvlm_full,0.2047118661624776,0.055513027912618196,0.19791790741479623,0.39991775155067444
3.462141989030155,9077,0.25195522147251137,medevalkit_full,0.17104407022362478,0.09779270436623058,0.15802670368582547,0.5788698792457581
3.066896467638268,9066,0.23672804477400014,medgemma_full,0.17983238753536407,0.09881776967114289,0.16711882481240126,0.5812631249427795
8.117463007800684,9077,0.25646192205966345,merlin_full,0.3203852493048141,0.17243732138537005,0.29863578777766525,0.502701461315155
16.457095166271824,9077,0.3108181191708251,radfm_full,0.40025775630068705,0.21403747562441797,0.3723984347863857,0.5845275521278381
2.508405077939672,9077,0.11376856335945673,vila_m3_vista3d_full,0.2869448499727053,0.08903128072066797,0.27345721847735915,0.47126418352127075
